contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
AMZN240802C00150000,AMZN,2024-08-02,150.00,call,47.98,51.00,50.70,27,51.30,32,2,74,2024-07-02,0.53644,0.97425,0.00192,-0.18695,0.03492,0.12217
AMZN240802P00150000,AMZN,2024-08-02,150.00,put,0.19,0.17,0.13,265,0.22,468,121,164,2024-07-02,0.48400,-0.01609,0.00143,-0.06499,0.02344,-0.00288
AMZN240802C00155000,AMZN,2024-08-02,155.00,call,46.10,46.10,45.80,29,46.40,33,1,7,2024-07-02,0.50397,0.96710,0.00250,-0.20552,0.04281,0.12512
AMZN240802P00155000,AMZN,2024-08-02,155.00,put,0.27,0.28,0.25,1,0.30,576,6,344,2024-07-02,0.47302,-0.02554,0.00216,-0.09371,0.03468,-0.00458
AMZN240802C00160000,AMZN,2024-08-02,160.00,call,41.10,41.28,40.95,24,41.60,39,35,270,2024-07-02,0.48263,0.95439,0.00341,-0.23841,0.05585,0.12706
AMZN240802P00160000,AMZN,2024-08-02,160.00,put,0.36,0.35,0.31,189,0.40,206,63,563,2024-07-02,0.44071,-0.03311,0.00287,-0.10793,0.04303,-0.00592
AMZN240802C00165000,AMZN,2024-08-02,165.00,call,36.45,36.53,36.20,22,36.85,46,4,113,2024-07-02,0.46296,0.93660,0.00461,-0.27794,0.07249,0.12807
AMZN240802P00165000,AMZN,2024-08-02,165.00,put,0.55,0.53,0.50,196,0.57,248,205,1615,2024-07-02,0.42440,-0.04908,0.00411,-0.14247,0.05923,-0.00879
AMZN240802C00170000,AMZN,2024-08-02,170.00,call,31.70,31.80,31.50,30,32.10,42,27,127,2024-07-02,0.43629,0.91580,0.00608,-0.31198,0.09006,0.12855
AMZN240802P00170000,AMZN,2024-08-02,170.00,put,0.82,0.81,0.79,61,0.83,38,184,1067,2024-07-02,0.41022,-0.07255,0.00577,-0.18609,0.08044,-0.01301
AMZN240802C00175000,AMZN,2024-08-02,175.00,call,27.10,27.20,26.85,74,27.55,51,8,118,2024-07-02,0.41372,0.88596,0.00800,-0.35386,0.11246,0.12739
AMZN240802P00175000,AMZN,2024-08-02,175.00,put,1.27,1.25,1.22,41,1.29,43,426,1085,2024-07-02,0.39909,-0.10654,0.00790,-0.23961,0.10710,-0.01916
AMZN240802C00180000,AMZN,2024-08-02,180.00,call,22.85,22.98,22.75,54,23.20,77,851,1371,2024-07-02,0.40854,0.83707,0.01034,-0.42213,0.14351,0.12267
AMZN240802P00180000,AMZN,2024-08-02,180.00,put,1.94,1.94,1.91,9,1.97,57,1070,1356,2024-07-02,0.39238,-0.15431,0.01039,-0.30240,0.13848,-0.02786
AMZN240802C00185000,AMZN,2024-08-02,185.00,call,18.83,18.98,18.75,53,19.20,31,65,483,2024-07-02,0.39955,0.77835,0.01277,-0.48054,0.17332,0.11609
AMZN240802P00185000,AMZN,2024-08-02,185.00,put,2.90,2.90,2.80,114,3.00,39,196,941,2024-07-02,0.38537,-0.21458,0.01299,-0.36152,0.17011,-0.03891
AMZN240802C00190000,AMZN,2024-08-02,190.00,call,15.41,15.43,15.30,36,15.55,39,158,1884,2024-07-02,0.39711,0.70547,0.01490,-0.53679,0.20096,0.10673
AMZN240802P00190000,AMZN,2024-08-02,190.00,put,4.33,4.35,4.30,5,4.40,43,372,736,2024-07-02,0.38598,-0.29031,0.01522,-0.42032,0.19962,-0.05301
AMZN240802C00195000,AMZN,2024-08-02,195.00,call,12.25,12.28,12.15,87,12.40,44,525,1644,2024-07-02,0.39467,0.62437,0.01649,-0.57381,0.22113,0.09563
AMZN240802P00195000,AMZN,2024-08-02,195.00,put,6.15,6.17,6.10,70,6.25,43,704,569,2024-07-02,0.38430,-0.37355,0.01691,-0.45632,0.22075,-0.06869
AMZN240802C00200000,AMZN,2024-08-02,200.00,call,9.60,9.57,9.50,39,9.65,11,1993,3345,2024-07-02,0.39299,0.53855,0.01734,-0.58777,0.23144,0.08335
AMZN240802P00200000,AMZN,2024-08-02,200.00,put,8.50,8.52,8.45,1,8.60,298,177,186,2024-07-02,0.38659,-0.46156,0.01762,-0.47301,0.23145,-0.08564
AMZN240802C00205000,AMZN,2024-08-02,205.00,call,7.35,7.38,7.30,48,7.45,28,1500,3894,2024-07-02,0.39513,0.45321,0.01720,-0.58155,0.23093,0.07072
AMZN240802P00205000,AMZN,2024-08-02,205.00,put,11.28,11.23,11.05,17,11.40,11,134,139,2024-07-02,0.38537,-0.54911,0.01763,-0.45902,0.23076,-0.10281
AMZN240802C00210000,AMZN,2024-08-02,210.00,call,5.60,5.60,5.55,42,5.65,37,887,6524,2024-07-02,0.39741,0.37287,0.01634,-0.55293,0.22062,0.05858
AMZN240802P00210000,AMZN,2024-08-02,210.00,put,14.58,14.50,14.15,48,14.85,67,99,19,2024-07-02,0.39055,-0.63005,0.01659,-0.43108,0.22006,-0.11934
AMZN240802C00215000,AMZN,2024-08-02,215.00,call,4.18,4.18,4.15,1,4.20,8,303,1174,2024-07-02,0.39955,0.30014,0.01493,-0.50655,0.20270,0.04743
AMZN240802P00215000,AMZN,2024-08-02,215.00,put,0.00,18.15,17.85,7,18.45,16,0,14,2024-07-02,0.39665,-0.70148,0.01501,-0.38771,0.20220,-0.13457
AMZN240802C00220000,AMZN,2024-08-02,220.00,call,3.10,3.08,3.05,26,3.10,30,1292,4296,2024-07-02,0.40214,0.23699,0.01317,-0.44963,0.17995,0.03764
AMZN240802P00220000,AMZN,2024-08-02,220.00,put,0.00,22.08,21.80,18,22.35,15,0,21,2024-07-02,0.40183,-0.76321,0.01318,-0.33237,0.17986,-0.14839
AMZN240802C00225000,AMZN,2024-08-02,225.00,call,2.26,2.26,2.23,26,2.30,2,612,584,2024-07-02,0.40595,0.18455,0.01126,-0.38973,0.15535,0.02943
AMZN240802P00225000,AMZN,2024-08-02,225.00,put,0.00,26.25,25.95,12,26.55,6,0,10,2024-07-02,0.40641,-0.81514,0.01126,-0.27117,0.15551,-0.16076
AMZN240802C00230000,AMZN,2024-08-02,230.00,call,1.66,1.66,1.61,35,1.70,5,169,570,2024-07-02,0.41113,0.14259,0.00940,-0.33223,0.13135,0.02281
AMZN240802P00230000,AMZN,2024-08-02,230.00,put,0.00,30.73,30.35,27,31.10,26,0,2,2024-07-02,0.41937,-0.85209,0.00945,-0.22518,0.13463,-0.17084
AMZN240802C00235000,AMZN,2024-08-02,235.00,call,1.23,1.21,1.20,10,1.22,20,84,453,2024-07-02,0.41601,0.10893,0.00770,-0.27751,0.10883,0.01748
AMZN240802P00235000,AMZN,2024-08-02,235.00,put,0.00,35.58,34.90,36,36.25,91,0,4,2024-07-02,0.45290,-0.86897,0.00806,-0.21896,0.12398,-0.17782
AMZN240802C00240000,AMZN,2024-08-02,240.00,call,0.92,0.90,0.87,39,0.92,142,1004,1243,2024-07-02,0.42318,0.08379,0.00624,-0.23200,0.08973,0.01347
AMZN240802P00240000,AMZN,2024-08-02,240.00,put,0.00,40.30,39.70,33,40.90,86,0,0,2024-07-02,0.47165,-0.88967,0.00685,-0.18866,0.10984,-0.18535
AMZN240802C00245000,AMZN,2024-08-02,245.00,call,0.64,0.67,0.63,57,0.70,111,21,47,2024-07-02,0.43034,0.06434,0.00501,-0.19224,0.07332,0.01036
AMZN240802P00245000,AMZN,2024-08-02,245.00,put,0.00,44.98,44.60,38,45.35,28,0,0,2024-07-02,0.48003,-0.91123,0.00575,-0.14366,0.09369,-0.19299
AMZN240802C00250000,AMZN,2024-08-02,250.00,call,0.51,0.48,0.45,63,0.52,72,139,266,2024-07-02,0.43385,0.04787,0.00394,-0.15314,0.05806,0.00772
AMZN240802P00250000,AMZN,2024-08-02,250.00,put,0.00,49.98,49.60,38,50.35,44,0,0,2024-07-02,0.51814,-0.91501,0.00515,-0.15246,0.09069,-0.19787
AMZN240802C00255000,AMZN,2024-08-02,255.00,call,0.40,0.35,0.31,209,0.40,1,30,153,2024-07-02,0.43903,0.03597,0.00309,-0.12270,0.04606,0.00581
AMZN240802P00255000,AMZN,2024-08-02,255.00,put,0.00,54.98,54.60,41,55.35,49,0,0,2024-07-02,0.55518,-0.91814,0.00467,-0.16099,0.08817,-0.20265
AMZN240802C00260000,AMZN,2024-08-02,260.00,call,0.29,0.28,0.23,163,0.32,141,23,47,2024-07-02,0.45077,0.02891,0.00251,-0.10499,0.03846,0.00467
AMZN240802P00260000,AMZN,2024-08-02,260.00,put,0.00,59.98,59.60,44,60.35,53,0,0,2024-07-02,0.59116,-0.92080,0.00428,-0.16916,0.08600,-0.20735
AMZN240802C00265000,AMZN,2024-08-02,265.00,call,0.23,0.21,0.18,110,0.24,130,1363,54,2024-07-02,0.45717,0.02213,0.00198,-0.08500,0.03075,0.00358
AMZN240802P00265000,AMZN,2024-08-02,265.00,put,0.00,64.97,64.60,44,65.35,53,0,0,2024-07-02,0.62500,-0.92351,0.00394,-0.17509,0.08375,-0.21205
AMZN240809C00100000,AMZN,2024-08-09,100.00,call,0.00,100.68,100.15,79,101.20,49,0,0,2024-07-02,0.91737,0.99394,0.00029,-0.10108,0.01107,0.10214
AMZN240809P00100000,AMZN,2024-08-09,100.00,put,0.00,0.01,0.00,0,0.10,29,0,0,2024-07-02,0.70838,-0.00076,0.00006,-0.00565,0.00169,-0.00017
AMZN240809C00105000,AMZN,2024-08-09,105.00,call,0.00,95.75,95.25,53,96.25,51,0,0,2024-07-02,0.89085,0.99191,0.00039,-0.11583,0.01429,0.10685
AMZN240809P00105000,AMZN,2024-08-09,105.00,put,0.00,0.01,0.00,0,0.13,52,0,0,2024-07-02,0.66143,-0.00081,0.00007,-0.00560,0.00179,-0.00018
AMZN240809C00110000,AMZN,2024-08-09,110.00,call,88.55,90.97,90.50,35,91.45,75,3,0,2024-07-02,0.92941,0.98469,0.00064,-0.16749,0.02487,0.11032
AMZN240809P00110000,AMZN,2024-08-09,110.00,put,0.00,0.01,0.00,0,0.14,45,0,0,2024-07-02,0.61677,-0.00087,0.00007,-0.00556,0.00191,-0.00019
AMZN240809C00115000,AMZN,2024-08-09,115.00,call,0.00,85.82,85.35,49,86.30,47,0,0,2024-07-02,0.78567,0.99014,0.00052,-0.12392,0.01699,0.11682
AMZN240809P00115000,AMZN,2024-08-09,115.00,put,0.00,0.01,0.00,0,0.18,54,0,0,2024-07-02,0.57393,-0.00093,0.00009,-0.00551,0.00204,-0.00020
AMZN240809C00120000,AMZN,2024-08-09,120.00,call,0.00,80.85,80.35,52,81.35,49,0,0,2024-07-02,0.73292,0.98933,0.00060,-0.12645,0.01821,0.12182
AMZN240809P00120000,AMZN,2024-08-09,120.00,put,0.00,0.01,0.00,0,0.20,35,0,0,2024-07-02,0.53293,-0.00100,0.00010,-0.00547,0.00218,-0.00022
AMZN240809C00125000,AMZN,2024-08-09,125.00,call,0.00,75.88,75.40,59,76.35,44,0,0,2024-07-02,0.68201,0.98843,0.00069,-0.12889,0.01953,0.12681
AMZN240809P00125000,AMZN,2024-08-09,125.00,put,0.00,0.01,0.00,0,0.26,36,0,0,2024-07-02,0.49330,-0.00108,0.00011,-0.00540,0.00233,-0.00024
AMZN240809C00130000,AMZN,2024-08-09,130.00,call,0.00,70.97,70.50,42,71.45,50,0,0,2024-07-02,0.65884,0.98457,0.00091,-0.14636,0.02504,0.13112
AMZN240809P00130000,AMZN,2024-08-09,130.00,put,0.00,0.01,0.00,0,0.27,40,0,2,2024-07-02,0.45534,-0.00117,0.00013,-0.00536,0.00251,-0.00025
AMZN240809C00135000,AMZN,2024-08-09,135.00,call,0.00,66.00,65.50,49,66.50,47,0,0,2024-07-02,0.60930,0.98324,0.00106,-0.14829,0.02688,0.13602
AMZN240809P00135000,AMZN,2024-08-09,135.00,put,0.00,0.01,0.00,0,0.34,45,0,0,2024-07-02,0.41845,-0.00127,0.00015,-0.00528,0.00270,-0.00027
AMZN240809C00140000,AMZN,2024-08-09,140.00,call,0.00,61.12,60.55,50,61.70,63,0,0,2024-07-02,0.58933,0.97725,0.00142,-0.17021,0.03484,0.13985
AMZN240809P00140000,AMZN,2024-08-09,140.00,put,0.00,0.20,0.02,220,0.37,252,0,1,2024-07-02,0.54055,-0.01523,0.00110,-0.06256,0.02476,-0.00338
AMZN240809C00145000,AMZN,2024-08-09,145.00,call,52.57,56.20,55.65,50,56.75,65,0,20,2024-07-02,0.55336,0.97266,0.00176,-0.18174,0.04064,0.14402
AMZN240809P00145000,AMZN,2024-08-09,145.00,put,0.18,0.17,0.05,266,0.28,371,3,5,2024-07-02,0.48247,-0.01466,0.00119,-0.05386,0.02396,-0.00323
AMZN240809C00150000,AMZN,2024-08-09,150.00,call,48.14,51.20,50.80,41,51.60,29,0,50,2024-07-02,0.49772,0.97169,0.00202,-0.17632,0.04184,0.14902
AMZN240809P00150000,AMZN,2024-08-09,150.00,put,0.23,0.29,0.08,328,0.51,636,25,13,2024-07-02,0.47714,-0.02376,0.00182,-0.08012,0.03614,-0.00525
AMZN240809C00155000,AMZN,2024-08-09,155.00,call,43.98,46.35,45.95,37,46.75,41,0,11,2024-07-02,0.47500,0.96213,0.00269,-0.19920,0.05319,0.15208
AMZN240809P00155000,AMZN,2024-08-09,155.00,put,0.35,0.33,0.25,285,0.40,183,160,8,2024-07-02,0.44101,-0.02862,0.00230,-0.08621,0.04223,-0.00630
AMZN240809C00160000,AMZN,2024-08-09,160.00,call,0.00,41.53,41.10,54,41.95,33,0,0,2024-07-02,0.45107,0.94992,0.00355,-0.22349,0.06664,0.15456
AMZN240809P00160000,AMZN,2024-08-09,160.00,put,0.57,0.46,0.18,285,0.75,284,19,159,2024-07-02,0.42089,-0.03990,0.00317,-0.10767,0.05549,-0.00879
AMZN240809C00165000,AMZN,2024-08-09,165.00,call,34.30,36.83,36.20,58,37.45,78,0,11,2024-07-02,0.43583,0.93026,0.00476,-0.26037,0.08639,0.15535
AMZN240809P00165000,AMZN,2024-08-09,165.00,put,0.72,0.66,0.58,55,0.73,55,20,82,2024-07-02,0.40366,-0.05652,0.00436,-0.13581,0.07334,-0.01245
AMZN240809C00170000,AMZN,2024-08-09,170.00,call,32.15,32.12,31.80,31,32.45,34,2,3,2024-07-02,0.41022,0.90922,0.00617,-0.28759,0.10547,0.15588
AMZN240809P00170000,AMZN,2024-08-09,170.00,put,1.03,0.99,0.95,12,1.04,27,55,95,2024-07-02,0.39162,-0.08177,0.00598,-0.17421,0.09754,-0.01806
AMZN240809C00175000,AMZN,2024-08-09,175.00,call,25.90,27.62,27.10,59,28.15,86,7,0,2024-07-02,0.39452,0.87621,0.00803,-0.32868,0.13194,0.15369
AMZN240809P00175000,AMZN,2024-08-09,175.00,put,1.51,1.47,1.39,11,1.55,37,98,298,2024-07-02,0.38049,-0.11619,0.00796,-0.21741,0.12618,-0.02572
AMZN240809C00180000,AMZN,2024-08-09,180.00,call,23.75,23.38,23.10,29,23.65,31,59,33,2024-07-02,0.38476,0.83032,0.01018,-0.37744,0.16310,0.14855
AMZN240809P00180000,AMZN,2024-08-09,180.00,put,2.22,2.22,2.14,36,2.30,57,74,180,2024-07-02,0.37455,-0.16400,0.01023,-0.26835,0.15956,-0.03646
AMZN240809C00185000,AMZN,2024-08-09,185.00,call,19.80,19.57,19.15,53,20.00,35,19,47,2024-07-02,0.38415,0.76905,0.01228,-0.43390,0.19640,0.13976
AMZN240809P00185000,AMZN,2024-08-09,185.00,put,3.32,3.30,3.20,222,3.40,45,41,154,2024-07-02,0.37150,-0.22464,0.01250,-0.31929,0.19336,-0.05021
AMZN240809C00190000,AMZN,2024-08-09,190.00,call,15.75,16.00,15.85,34,16.15,21,57,1096,2024-07-02,0.37851,0.70073,0.01422,-0.47360,0.22413,0.12925
AMZN240809P00190000,AMZN,2024-08-09,190.00,put,4.75,4.78,4.65,6,4.90,9,65,137,2024-07-02,0.37089,-0.29639,0.01445,-0.36332,0.22314,-0.06669
AMZN240809C00195000,AMZN,2024-08-09,195.00,call,12.75,12.88,12.75,21,13.00,24,152,285,2024-07-02,0.37623,0.62361,0.01564,-0.50227,0.24499,0.11644
AMZN240809P00195000,AMZN,2024-08-09,195.00,put,6.70,6.60,6.50,44,6.70,35,141,110,2024-07-02,0.36815,-0.37477,0.01596,-0.38910,0.24466,-0.08491
AMZN240809C00200000,AMZN,2024-08-09,200.00,call,10.25,10.23,10.15,2,10.30,7,1062,638,2024-07-02,0.37668,0.54238,0.01632,-0.51547,0.25599,0.10228
AMZN240809P00200000,AMZN,2024-08-09,200.00,put,9.00,8.95,8.80,37,9.10,12,55,71,2024-07-02,0.36998,-0.45772,0.01662,-0.40131,0.25600,-0.10462
AMZN240809C00205000,AMZN,2024-08-09,205.00,call,7.90,7.95,7.85,40,8.05,93,383,420,2024-07-02,0.37577,0.46126,0.01637,-0.50735,0.25623,0.08777
AMZN240809P00205000,AMZN,2024-08-09,205.00,put,11.88,11.72,11.60,2,11.85,7,2,3,2024-07-02,0.37211,-0.53959,0.01653,-0.39405,0.25618,-0.12456
AMZN240809C00210000,AMZN,2024-08-09,210.00,call,6.15,6.10,6.00,78,6.20,98,206,2093,2024-07-02,0.37638,0.38387,0.01572,-0.48317,0.24646,0.07358
AMZN240809P00210000,AMZN,2024-08-09,210.00,put,0.00,14.77,14.45,37,15.10,5,0,0,2024-07-02,0.36967,-0.61901,0.01597,-0.36272,0.24590,-0.14427
AMZN240809C00215000,AMZN,2024-08-09,215.00,call,4.60,4.62,4.55,18,4.70,64,391,95,2024-07-02,0.37775,0.31317,0.01454,-0.44577,0.22867,0.06040
AMZN240809P00215000,AMZN,2024-08-09,215.00,put,0.00,18.43,17.80,44,19.05,42,0,2,2024-07-02,0.37775,-0.68683,0.01454,-0.33181,0.22867,-0.16220
AMZN240809C00220000,AMZN,2024-08-09,220.00,call,3.45,3.45,3.40,10,3.50,2,140,183,2024-07-02,0.37927,0.25070,0.01300,-0.39897,0.20537,0.04861
AMZN240809P00220000,AMZN,2024-08-09,220.00,put,0.00,22.30,21.85,17,22.75,31,0,1,2024-07-02,0.38248,-0.74718,0.01295,-0.28739,0.20629,-0.17879
AMZN240809C00225000,AMZN,2024-08-09,225.00,call,2.63,2.62,2.55,1,2.68,71,93,42,2024-07-02,0.38507,0.20012,0.01127,-0.35416,0.18073,0.03894
AMZN240809P00225000,AMZN,2024-08-09,225.00,put,0.00,26.48,25.85,38,27.10,41,0,0,2024-07-02,0.39086,-0.79585,0.01124,-0.24438,0.18290,-0.19328
AMZN240809C00230000,AMZN,2024-08-09,230.00,call,1.89,1.89,1.77,31,2.00,1,40,60,2024-07-02,0.38476,0.15410,0.00956,-0.29848,0.15318,0.03012
AMZN240809P00230000,AMZN,2024-08-09,230.00,put,31.00,30.77,30.35,30,31.20,12,3,4,2024-07-02,0.39467,-0.83898,0.00959,-0.19302,0.15767,-0.20673
AMZN240809C00235000,AMZN,2024-08-09,235.00,call,1.52,1.42,1.35,56,1.49,38,40,19,2024-07-02,0.39071,0.12056,0.00796,-0.25512,0.12951,0.02362
AMZN240809P00235000,AMZN,2024-08-09,235.00,put,0.00,35.35,34.60,82,36.10,48,0,0,2024-07-02,0.40793,-0.86806,0.00812,-0.15883,0.13792,-0.21755
AMZN240809C00240000,AMZN,2024-08-09,240.00,call,1.11,1.08,1.03,26,1.12,35,78,63,2024-07-02,0.39787,0.09463,0.00656,-0.21733,0.10876,0.01858
AMZN240809P00240000,AMZN,2024-08-09,240.00,put,0.00,40.08,39.35,112,40.80,52,0,0,2024-07-02,0.42622,-0.88812,0.00692,-0.13538,0.12282,-0.22665
AMZN240809C00245000,AMZN,2024-08-09,245.00,call,0.70,0.78,0.70,112,0.87,86,6,110,2024-07-02,0.40001,0.07148,0.00529,-0.17636,0.08805,0.01407
AMZN240809P00245000,AMZN,2024-08-09,245.00,put,0.00,44.97,44.30,92,45.65,60,0,0,2024-07-02,0.45382,-0.89882,0.00604,-0.12918,0.11423,-0.23397
AMZN240809C00250000,AMZN,2024-08-09,250.00,call,0.63,0.60,0.50,105,0.71,87,46,29,2024-07-02,0.40793,0.05622,0.00430,-0.14876,0.07304,0.01108
AMZN240809P00250000,AMZN,2024-08-09,250.00,put,0.00,50.00,49.35,82,50.65,85,0,0,2024-07-02,0.49223,-0.90158,0.00546,-0.14186,0.11194,-0.23978
AMZN240809C00255000,AMZN,2024-08-09,255.00,call,0.50,0.45,0.34,324,0.56,283,8,0,2024-07-02,0.41327,0.04330,0.00345,-0.12206,0.05929,0.00855
AMZN240809P00255000,AMZN,2024-08-09,255.00,put,0.00,55.00,54.35,72,55.65,78,0,0,2024-07-02,0.52683,-0.90517,0.00497,-0.14981,0.10893,-0.24573
AMZN240809C00260000,AMZN,2024-08-09,260.00,call,0.34,0.34,0.25,278,0.43,189,3,169,2024-07-02,0.41906,0.03350,0.00276,-0.10019,0.04810,0.00662
AMZN240809P00260000,AMZN,2024-08-09,260.00,put,0.00,60.00,59.40,68,60.60,73,0,0,2024-07-02,0.56052,-0.90817,0.00456,-0.15756,0.10637,-0.25156
AMZN240809C00265000,AMZN,2024-08-09,265.00,call,0.29,0.33,0.08,320,0.58,320,20,11,2024-07-02,0.44193,0.03121,0.00247,-0.09944,0.04537,0.00615
AMZN240809P00265000,AMZN,2024-08-09,265.00,put,0.00,65.05,64.45,78,65.65,111,0,0,2024-07-02,0.59802,-0.90876,0.00425,-0.17249,0.10586,-0.25695
AMZN240816C00085000,AMZN,2024-08-16,85.00,call,113.10,115.28,114.50,168,116.05,63,0,9,2024-07-02,0.20063,1.00000,0.00000,-0.04501,0.00000,0.10411
AMZN240816P00085000,AMZN,2024-08-16,85.00,put,0.05,0.01,0.00,0,0.06,105,1,115,2024-07-02,0.79497,-0.00062,0.00004,-0.00485,0.00153,-0.00017
AMZN240816C00090000,AMZN,2024-08-16,90.00,call,97.90,110.30,109.55,150,111.05,60,0,4,2024-07-02,0.19190,1.00000,0.00000,-0.04766,0.00000,0.11023
AMZN240816P00090000,AMZN,2024-08-16,90.00,put,0.00,0.01,0.00,0,0.06,105,0,144,2024-07-02,0.74466,-0.00066,0.00004,-0.00482,0.00162,-0.00018
AMZN240816C00095000,AMZN,2024-08-16,95.00,call,101.54,105.35,104.60,150,106.10,61,0,70,2024-07-02,0.18318,1.00000,0.00000,-0.05030,0.00000,0.11636
AMZN240816P00095000,AMZN,2024-08-16,95.00,put,0.03,0.01,0.00,0,0.03,2,24,958,2024-07-02,0.69710,-0.00071,0.00005,-0.00480,0.00173,-0.00019
AMZN240816C00100000,AMZN,2024-08-16,100.00,call,97.55,100.40,99.65,150,101.15,67,0,372,2024-07-02,0.17446,1.00000,0.00000,-0.05295,0.00000,0.12248
AMZN240816P00100000,AMZN,2024-08-16,100.00,put,0.00,0.03,0.01,68,0.04,41,0,863,2024-07-02,0.71997,-0.00190,0.00012,-0.01219,0.00425,-0.00051
AMZN240816C00105000,AMZN,2024-08-16,105.00,call,82.00,95.43,94.70,168,96.15,57,0,24,2024-07-02,0.16573,1.00000,0.00000,-0.05560,0.00000,0.12860
AMZN240816P00105000,AMZN,2024-08-16,105.00,put,0.02,0.03,0.01,145,0.05,66,22,917,2024-07-02,0.67286,-0.00203,0.00014,-0.01209,0.00452,-0.00054
AMZN240816C00110000,AMZN,2024-08-16,110.00,call,91.15,90.95,90.70,25,91.20,49,4,2076,2024-07-02,0.79939,0.98910,0.00051,-0.12239,0.02018,0.13176
AMZN240816P00110000,AMZN,2024-08-16,110.00,put,0.03,0.04,0.03,27,0.05,66,6,2306,2024-07-02,0.64649,-0.00275,0.00019,-0.01526,0.00594,-0.00073
AMZN240816C00115000,AMZN,2024-08-16,115.00,call,85.93,85.92,85.60,32,86.25,53,1,3204,2024-07-02,0.71372,0.99086,0.00049,-0.10993,0.01731,0.13839
AMZN240816P00115000,AMZN,2024-08-16,115.00,put,0.05,0.06,0.05,1,0.07,105,1,606,2024-07-02,0.62942,-0.00409,0.00027,-0.02122,0.00849,-0.00108
AMZN240816C00120000,AMZN,2024-08-16,120.00,call,78.42,80.97,80.65,31,81.30,53,0,2705,2024-07-02,0.67363,0.98944,0.00059,-0.11595,0.01963,0.14415
AMZN240816P00120000,AMZN,2024-08-16,120.00,put,0.06,0.06,0.05,83,0.07,250,10,876,2024-07-02,0.58537,-0.00440,0.00031,-0.02099,0.00905,-0.00116
AMZN240816C00125000,AMZN,2024-08-16,125.00,call,63.19,75.62,74.85,168,76.40,59,0,502,2024-07-02,0.13084,1.00000,0.00000,-0.06619,0.00000,0.15310
AMZN240816P00125000,AMZN,2024-08-16,125.00,put,0.08,0.09,0.08,23,0.10,160,3,8211,2024-07-02,0.56967,-0.00652,0.00046,-0.02895,0.01285,-0.00172
AMZN240816C00130000,AMZN,2024-08-16,130.00,call,69.28,71.00,70.60,129,71.40,50,6,1255,2024-07-02,0.56265,0.98963,0.00070,-0.11175,0.01933,0.15648
AMZN240816P00130000,AMZN,2024-08-16,130.00,put,0.11,0.12,0.10,20,0.13,657,19,920,2024-07-02,0.54680,-0.00880,0.00062,-0.03611,0.01674,-0.00232
AMZN240816C00135000,AMZN,2024-08-16,135.00,call,66.25,65.75,65.00,150,66.50,59,4,474,2024-07-02,0.11340,1.00000,0.00000,-0.07148,0.00000,0.16535
AMZN240816P00135000,AMZN,2024-08-16,135.00,put,0.14,0.13,0.12,456,0.14,439,17,6189,2024-07-02,0.50976,-0.01011,0.00075,-0.03793,0.01890,-0.00265
AMZN240816C00140000,AMZN,2024-08-16,140.00,call,61.19,61.10,60.60,167,61.60,55,13,665,2024-07-02,0.49147,0.98578,0.00105,-0.12313,0.02539,0.16774
AMZN240816P00140000,AMZN,2024-08-16,140.00,put,0.18,0.17,0.17,3,0.18,121,21,7343,2024-07-02,0.48613,-0.01343,0.00101,-0.04616,0.02418,-0.00352
AMZN240816C00145000,AMZN,2024-08-16,145.00,call,56.54,56.33,55.95,106,56.70,62,702,1796,2024-07-02,0.50580,0.97360,0.00172,-0.16188,0.04296,0.17062
AMZN240816P00145000,AMZN,2024-08-16,145.00,put,0.23,0.22,0.21,234,0.23,233,50,5278,2024-07-02,0.46220,-0.01772,0.00135,-0.05550,0.03068,-0.00464
AMZN240816C00150000,AMZN,2024-08-16,150.00,call,51.50,51.27,50.75,178,51.80,58,20,688,2024-07-02,0.43918,0.97644,0.00180,-0.14630,0.03904,0.17756
AMZN240816P00150000,AMZN,2024-08-16,150.00,put,0.30,0.29,0.29,2,0.30,184,671,7181,2024-07-02,0.43979,-0.02370,0.00181,-0.06731,0.03924,-0.00620
AMZN240816C00155000,AMZN,2024-08-16,155.00,call,46.78,46.50,46.05,134,46.95,54,1,1098,2024-07-02,0.43674,0.96260,0.00266,-0.17931,0.05729,0.18002
AMZN240816P00155000,AMZN,2024-08-16,155.00,put,0.40,0.41,0.40,21,0.41,198,155,7013,2024-07-02,0.42302,-0.03328,0.00250,-0.08556,0.05207,-0.00871
AMZN240816C00160000,AMZN,2024-08-16,160.00,call,41.99,41.80,41.60,25,42.00,25,21,10417,2024-07-02,0.43034,0.94473,0.00370,-0.21529,0.07842,0.18141
AMZN240816P00160000,AMZN,2024-08-16,160.00,put,0.56,0.56,0.55,12,0.56,107,271,18041,2024-07-02,0.40397,-0.04547,0.00337,-0.10483,0.06713,-0.01190
AMZN240816C00165000,AMZN,2024-08-16,165.00,call,37.02,37.12,36.85,43,37.40,39,37,3239,2024-07-02,0.41479,0.92489,0.00486,-0.24621,0.09951,0.18229
AMZN240816P00165000,AMZN,2024-08-16,165.00,put,0.78,0.79,0.77,4,0.80,218,355,10445,2024-07-02,0.38812,-0.06326,0.00455,-0.13006,0.08718,-0.01657
